Srce|Shipnum|Shpd_Dt|Origin|Destination|Cdty_Cd|Ori_city|Ori_St|Origin_Zip|Dest_city|Dest_St|Dest_Zip|TM_Miles||_date_|_origin_latitude_|_origin_longitude_|_dest_latitude_|_dest_longitude_|_delete_this_
TMS|25644183|22-Jul-20|HTN|94285|DRY|HOUSTON|TX|77029|TRINITY|TX|75862|89||2020-07-22|29.760794|-95.26043|30.94481|-95.33298|FALSE
TMS|25647163|22-Jul-20|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242||2020-07-22|29.760794|-95.26043|32.828128|-96.84612|FALSE
TMS|25647164|22-Jul-20|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242||2020-07-22|29.760794|-95.26043|32.828128|-96.84612|FALSE
TMS|25647165|22-Jul-20|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242||2020-07-22|29.760794|-95.26043|32.828128|-96.84612|FALSE
TMS|25647166|22-Jul-20|HTN|34254|DRY|HOUSTON|TX|77029|LLANO|TX|78643|236||2020-07-22|29.760794|-95.26043|30.721302|-98.66557|FALSE
TMS|25647171|22-Jul-20|HTN|94216|DRY|HOUSTON|TX|77029|CONROE|TX|77301|41||2020-07-22|29.760794|-95.26043|30.313308|-95.45085|FALSE
TMS|25647179|22-Jul-20|HTN|34254|DRYDRAUGHT|HOUSTON|TX|77029|LLANO|TX|78643|236||2020-07-22|29.760794|-95.26043|30.721302|-98.66557|FALSE
TMS|25647183|22-Jul-20|HTN|94218|DRY|HOUSTON|TX|77029|PASADENA|TX|77503|10||2020-07-22|29.760794|-95.26043|29.695028|-95.15798|FALSE
TMS|25647185|22-Jul-20|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242||2020-07-22|29.760794|-95.26043|32.828128|-96.84612|FALSE
TMS|25647189|22-Jul-20|HTN|64210|DRY|HOUSTON|TX|77029|BRYAN|TX|77803|101||2020-07-22|29.760794|-95.26043|30.678097|-96.37639|FALSE
TMS|25647195|22-Jul-20|HTN|44266|DRY|HOUSTON|TX|77029|NEW BRAUNFELS|TX|78130|176||2020-07-22|29.760794|-95.26043|29.699844|-98.10754|FALSE
TMS|25647200|22-Jul-20|HTN|21736|DRY|HOUSTON|TX|77029|LEESVILLE|LA|71446|206||2020-07-22|29.760794|-95.26043|31.138723|-93.22745|FALSE
TMS|25647210|22-Jul-20|HTN|TXLP|DRY|HOUSTON|TX|77029|LAPORTE|TX|77571|23||2020-07-22|29.760794|-95.26043|29.666781|-95.04487|FALSE
TMS|25647231|22-Jul-20|HTN|84245|DRY|HOUSTON|TX|77029|LONGVIEW|TX|75601|207||2020-07-22|29.760794|-95.26043|32.505248|-94.73172|FALSE
TMS|25647234|22-Jul-20|HTN|54294|DRY|HOUSTON|TX|77029|VICTORIA|TX|77901|124||2020-07-22|29.760794|-95.26043|28.806417|-96.99356|FALSE
TMS|25647237|22-Jul-20|HTN|94262|DRY|HOUSTON|TX|77029|HOUSTON (CYPRESS)|TX|77041|19||2020-07-22|29.760794|-95.26043|29.85873|-95.57243|FALSE
TMS|25647239|22-Jul-20|HTN|94218|DRY|HOUSTON|TX|77029|PASADENA|TX|77503|10||2020-07-22|29.760794|-95.26043|29.695028|-95.15798|FALSE
TMS|25647240|22-Jul-20|HTN|44276|DRY|HOUSTON|TX|77029|SAN ANTONIO|TX|78237|198||2020-07-22|29.760794|-95.26043|29.422583|-98.56584|FALSE
TMS|25647244|22-Jul-20|HTN|54294|DRY|HOUSTON|TX|77029|VICTORIA|TX|77901|124||2020-07-22|29.760794|-95.26043|28.806417|-96.99356|FALSE
TMS|25647245|22-Jul-20|HTN|44266|DRY|HOUSTON|TX|77029|NEW BRAUNFELS|TX|78130|176||2020-07-22|29.760794|-95.26043|29.699844|-98.10754|FALSE
TMS|25647253|22-Jul-20|HTN|64259|DRY|HOUSTON|TX|77029|PALESTINE|TX|75801|152||2020-07-22|29.760794|-95.26043|31.779481|-95.63325|FALSE
TMS|25647254|22-Jul-20|HTN|94218|DRY|HOUSTON|TX|77029|PASADENA|TX|77503|10||2020-07-22|29.760794|-95.26043|29.695028|-95.15798|FALSE
TMS|25647255|22-Jul-20|HTN|34206|DRY|HOUSTON|TX|77029|AUSTIN|TX|78724|163||2020-07-22|29.760794|-95.26043|30.294148|-97.62863|FALSE
TMS|25647256|22-Jul-20|HTN|64287|DRY|HOUSTON|TX|77029|TEMPLE|TX|76501|195||2020-07-22|29.760794|-95.26043|31.093215|-97.31086|FALSE
TMS|25647261|22-Jul-20|HTN|84245|DRY|HOUSTON|TX|77029|LONGVIEW|TX|75601|207||2020-07-22|29.760794|-95.26043|32.505248|-94.73172|FALSE
TMS|25647263|22-Jul-20|HTN|44276|DRY|HOUSTON|TX|77029|SAN ANTONIO|TX|78237|198||2020-07-22|29.760794|-95.26043|29.422583|-98.56584|FALSE
TMS|25647264|22-Jul-20|HTN|64225|DRY|HOUSTON|TX|77029|FORT WORTH|TX|76140|261||2020-07-22|29.760794|-95.26043|32.630268|-97.27102|FALSE
TMS|25647267|22-Jul-20|HTN|64225|DRY|HOUSTON|TX|77029|FORT WORTH|TX|76140|261||2020-07-22|29.760794|-95.26043|32.630268|-97.27102|FALSE
TMS|25647271|22-Jul-20|HTN|64230|DRYDRAUGHT|HOUSTON|TX|77029|COMMERCE|TX|75428|274||2020-07-22|29.760794|-95.26043|33.25868|-95.91061|FALSE
TMS|25647272|22-Jul-20|HTN|64287|DRY|HOUSTON|TX|77029|TEMPLE|TX|76501|195||2020-07-22|29.760794|-95.26043|31.093215|-97.31086|FALSE
TMS|25647275|22-Jul-20|HTN|94213|DRY|HOUSTON|TX|77029|MONT BELVIEU|TX|77523|32||2020-07-22|29.760794|-95.26043|#N/A|#N/A|TRUE
TMS|25647276|22-Jul-20|HTN|94216|DRY|HOUSTON|TX|77029|CONROE|TX|77301|41||2020-07-22|29.760794|-95.26043|30.313308|-95.45085|FALSE
TMS|25647281|22-Jul-20|HTN|94218|DRY|HOUSTON|TX|77029|PASADENA|TX|77503|10||2020-07-22|29.760794|-95.26043|29.695028|-95.15798|FALSE
TMS|25647284|22-Jul-20|HTN|64230|DRY|HOUSTON|TX|77029|COMMERCE|TX|75428|274||2020-07-22|29.760794|-95.26043|33.25868|-95.91061|FALSE
TMS|25647287|22-Jul-20|HTN|64287|DRY|HOUSTON|TX|77029|TEMPLE|TX|76501|195||2020-07-22|29.760794|-95.26043|31.093215|-97.31086|FALSE
TMS|25647289|22-Jul-20|HTN|94218|DRY|HOUSTON|TX|77029|PASADENA|TX|77503|10||2020-07-22|29.760794|-95.26043|29.695028|-95.15798|FALSE
TMS|25647290|22-Jul-20|HTN|94231|DRY|HOUSTON|TX|77029|TEXAS CITY|TX|77591|43||2020-07-22|29.760794|-95.26043|29.389583|-94.99167|FALSE
TMS|25647294|22-Jul-20|HTN|94240|DRY|HOUSTON|TX|77029|HOUSTON|TX|77007|7||2020-07-22|29.760794|-95.26043|29.772627|-95.40319|FALSE
TMS|25647296|22-Jul-20|HTN|94224|DRY|HOUSTON|TX|77029|ROSENBERG|TX|77471|32||2020-07-22|29.760794|-95.26043|29.549455|-95.81901|FALSE
TMS|25647298|22-Jul-20|HTN|94224|DRY|HOUSTON|TX|77029|ROSENBERG|TX|77471|32||2020-07-22|29.760794|-95.26043|29.549455|-95.81901|FALSE
TMS|25647300|22-Jul-20|HTN|94285|DRY|HOUSTON|TX|77029|TRINITY|TX|75862|89||2020-07-22|29.760794|-95.26043|30.94481|-95.33298|FALSE
TMS|25647302|22-Jul-20|HTN|94240|DRY|HOUSTON|TX|77029|HOUSTON|TX|77007|7||2020-07-22|29.760794|-95.26043|29.772627|-95.40319|FALSE
TMS|25647312|22-Jul-20|HTN|64225|DRY|HOUSTON|TX|77029|FORT WORTH|TX|76140|261||2020-07-22|29.760794|-95.26043|32.630268|-97.27102|FALSE
TMS|25647318|22-Jul-20|HTN|94218|DRY|HOUSTON|TX|77029|PASADENA|TX|77503|10||2020-07-22|29.760794|-95.26043|29.695028|-95.15798|FALSE
TMS|25647321|22-Jul-20|HTN|94211|DRY|HOUSTON|TX|77029|BRENHAM|TX|77833|74||2020-07-22|29.760794|-95.26043|30.183651|-96.40258|FALSE
TMS|25647327|22-Jul-20|HTN|94218|DRY|HOUSTON|TX|77029|PASADENA|TX|77503|10||2020-07-22|29.760794|-95.26043|29.695028|-95.15798|FALSE
TMS|25647328|22-Jul-20|HTN|94213|DRY|HOUSTON|TX|77029|MONT BELVIEU|TX|77523|32||2020-07-22|29.760794|-95.26043|#N/A|#N/A|TRUE
TMS|25647331|22-Jul-20|HTN|94240|DRY|HOUSTON|TX|77029|HOUSTON|TX|77007|7||2020-07-22|29.760794|-95.26043|29.772627|-95.40319|FALSE
TMS|25647332|22-Jul-20|HTN|94240|DRY|HOUSTON|TX|77029|HOUSTON|TX|77007|7||2020-07-22|29.760794|-95.26043|29.772627|-95.40319|FALSE
TMS|25647333|22-Jul-20|HTN|54294|DRY|HOUSTON|TX|77029|VICTORIA|TX|77901|124||2020-07-22|29.760794|-95.26043|28.806417|-96.99356|FALSE
TMS|25650460|22-Jul-20|HTN|TXLP|DRYDRAUGHT|HOUSTON|TX|77029|LAPORTE|TX|77571|23||2020-07-22|29.760794|-95.26043|29.666781|-95.04487|FALSE
TMS|25650462|22-Jul-20|HTN|51733|DRY|HOUSTON|TX|77029|LAKE CHARLES|LA|70615|144||2020-07-22|29.760794|-95.26043|30.239906|-93.14977|FALSE
TMS|25650464|22-Jul-20|HTN|TXLP|DRY|HOUSTON|TX|77029|LAPORTE|TX|77571|23||2020-07-22|29.760794|-95.26043|29.666781|-95.04487|FALSE
TMS|25650465|22-Jul-20|HTN|94224|DRYDRAUGHT|HOUSTON|TX|77029|ROSENBERG|TX|77471|32||2020-07-22|29.760794|-95.26043|29.549455|-95.81901|FALSE
TMS|25650467|22-Jul-20|HTN|34206|DRY|HOUSTON|TX|77029|AUSTIN|TX|78724|163||2020-07-22|29.760794|-95.26043|30.294148|-97.62863|FALSE
TMS|25650468|22-Jul-20|HTN|94218|DRY|HOUSTON|TX|77029|PASADENA|TX|77503|10||2020-07-22|29.760794|-95.26043|29.695028|-95.15798|FALSE
TMS|25650469|22-Jul-20|HTN|94262|DRY|HOUSTON|TX|77029|HOUSTON (CYPRESS)|TX|77041|19||2020-07-22|29.760794|-95.26043|29.85873|-95.57243|FALSE
TMS|25650470|22-Jul-20|HTN|44266|DRY|HOUSTON|TX|77029|NEW BRAUNFELS|TX|78130|176||2020-07-22|29.760794|-95.26043|29.699844|-98.10754|FALSE
TMS|25650472|22-Jul-20|HTN|44276|DRY|HOUSTON|TX|77029|SAN ANTONIO|TX|78237|198||2020-07-22|29.760794|-95.26043|29.422583|-98.56584|FALSE
TMS|25650480|22-Jul-20|HTN|44276|DRY|HOUSTON|TX|77029|SAN ANTONIO|TX|78237|198||2020-07-22|29.760794|-95.26043|29.422583|-98.56584|FALSE
TMS|25650498|22-Jul-20|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242||2020-07-22|29.760794|-95.26043|32.828128|-96.84612|FALSE
TMS|25650500|22-Jul-20|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242||2020-07-22|29.760794|-95.26043|32.828128|-96.84612|FALSE
TMS|25650507|22-Jul-20|HTN|44207|DRY|HOUSTON|TX|77029|BEAUMONT|TX|77707|85||2020-07-22|29.760794|-95.26043|30.065029|-94.18031|FALSE
TMS|25650514|22-Jul-20|HTN|94216|DRY|HOUSTON|TX|77029|CONROE|TX|77301|41||2020-07-22|29.760794|-95.26043|30.313308|-95.45085|FALSE
TMS|25650515|22-Jul-20|HTN|54215|DRY|HOUSTON|TX|77029|CORPUS CHRISTI|TX|78406|207||2020-07-22|29.760794|-95.26043|27.776304|-97.51253|FALSE
TMS|25650516|22-Jul-20|HTN|44276|DRY|HOUSTON|TX|77029|SAN ANTONIO|TX|78237|198||2020-07-22|29.760794|-95.26043|29.422583|-98.56584|FALSE
TMS|25650517|22-Jul-20|HTN|94218|DRY|HOUSTON|TX|77029|PASADENA|TX|77503|10||2020-07-22|29.760794|-95.26043|29.695028|-95.15798|FALSE
TMS|25650521|22-Jul-20|HTN|81774|DRY|HOUSTON|TX|77029|SHREVEPORT|LA|71106|236||2020-07-22|29.760794|-95.26043|32.426104|-93.74542|FALSE
TMS|25650522|22-Jul-20|HTN|44276|DRY|HOUSTON|TX|77029|SAN ANTONIO|TX|78237|198||2020-07-22|29.760794|-95.26043|29.422583|-98.56584|FALSE
TMS|25651925|22-Jul-20|HTN|94218|DRY|HOUSTON|TX|77029|PASADENA|TX|77503|10||2020-07-22|29.760794|-95.26043|29.695028|-95.15798|FALSE
TMS|25651926|22-Jul-20|HTN|94262|DRY|HOUSTON|TX|77029|HOUSTON (CYPRESS)|TX|77041|19||2020-07-22|29.760794|-95.26043|29.85873|-95.57243|FALSE
TMS|25651927|22-Jul-20|HTN|TXLP|DRY|HOUSTON|TX|77029|LAPORTE|TX|77571|23||2020-07-22|29.760794|-95.26043|29.666781|-95.04487|FALSE
TMS|25651928|22-Jul-20|HTN|TXLP|DRY|HOUSTON|TX|77029|LAPORTE|TX|77571|23||2020-07-22|29.760794|-95.26043|29.666781|-95.04487|FALSE
TMS|25651929|22-Jul-20|HTN|TXLP|DRY|HOUSTON|TX|77029|LAPORTE|TX|77571|23||2020-07-22|29.760794|-95.26043|29.666781|-95.04487|FALSE
TMS|25651930|22-Jul-20|HTN|94218|DRY|HOUSTON|TX|77029|PASADENA|TX|77503|10||2020-07-22|29.760794|-95.26043|29.695028|-95.15798|FALSE
TMS|25651931|22-Jul-20|HTN|TXLP|DRY|HOUSTON|TX|77029|LAPORTE|TX|77571|23||2020-07-22|29.760794|-95.26043|29.666781|-95.04487|FALSE
TMS|25651932|22-Jul-20|HTN|94218|DRY|HOUSTON|TX|77029|PASADENA|TX|77503|10||2020-07-22|29.760794|-95.26043|29.695028|-95.15798|FALSE
TMS|25651933|22-Jul-20|HTN|TXLP|DRYDRAUGHT|HOUSTON|TX|77029|LAPORTE|TX|77571|23||2020-07-22|29.760794|-95.26043|29.666781|-95.04487|FALSE
TMS|25651934|22-Jul-20|HTN|44276|DRY|HOUSTON|TX|77029|SAN ANTONIO|TX|78237|198||2020-07-22|29.760794|-95.26043|29.422583|-98.56584|FALSE
TMS|25651935|22-Jul-20|HTN|34206|DRY|HOUSTON|TX|77029|AUSTIN|TX|78724|163||2020-07-22|29.760794|-95.26043|30.294148|-97.62863|FALSE
TMS|25651936|22-Jul-20|HTN|34206|DRY|HOUSTON|TX|77029|AUSTIN|TX|78724|163||2020-07-22|29.760794|-95.26043|30.294148|-97.62863|FALSE
TMS|25651939|22-Jul-20|HTN|34206|DRYDRAUGHT|HOUSTON|TX|77029|AUSTIN|TX|78724|163||2020-07-22|29.760794|-95.26043|30.294148|-97.62863|FALSE
TMS|25651955|22-Jul-20|HTN|81774|DRY|HOUSTON|TX|77029|SHREVEPORT|LA|71106|236||2020-07-22|29.760794|-95.26043|32.426104|-93.74542|FALSE
TMS|25651956|22-Jul-20|HTN|31712|DRY|HOUSTON|TX|77029|BATON ROUGE|LA|70809|268||2020-07-22|29.760794|-95.26043|30.403341|-91.08035|FALSE
TMS|25651957|22-Jul-20|HTN|31712|DRY|HOUSTON|TX|77029|BATON ROUGE|LA|70809|268||2020-07-22|29.760794|-95.26043|30.403341|-91.08035|FALSE
TMS|25651958|22-Jul-20|HTN|44207|DRY|HOUSTON|TX|77029|BEAUMONT|TX|77707|85||2020-07-22|29.760794|-95.26043|30.065029|-94.18031|FALSE
TMS|25651959|22-Jul-20|HTN|64225|DRY|HOUSTON|TX|77029|FORT WORTH|TX|76140|261||2020-07-22|29.760794|-95.26043|32.630268|-97.27102|FALSE
TMS|25651960|22-Jul-20|HTN|31712|DRY|HOUSTON|TX|77029|BATON ROUGE|LA|70809|268||2020-07-22|29.760794|-95.26043|30.403341|-91.08035|FALSE
TMS|25651961|22-Jul-20|HTN|94224|DRY|HOUSTON|TX|77029|ROSENBERG|TX|77471|32||2020-07-22|29.760794|-95.26043|29.549455|-95.81901|FALSE
TMS|25651962|22-Jul-20|HTN|94216|DRY|HOUSTON|TX|77029|CONROE|TX|77301|41||2020-07-22|29.760794|-95.26043|30.313308|-95.45085|FALSE
TMS|25651966|22-Jul-20|HTN|94262|DRY|HOUSTON|TX|77029|HOUSTON (CYPRESS)|TX|77041|19||2020-07-22|29.760794|-95.26043|29.85873|-95.57243|FALSE
TMS|25651967|22-Jul-20|HTN|94262|DRY|HOUSTON|TX|77029|HOUSTON (CYPRESS)|TX|77041|19||2020-07-22|29.760794|-95.26043|29.85873|-95.57243|FALSE
TMS|25651968|22-Jul-20|HTN|94240|DRY|HOUSTON|TX|77029|HOUSTON|TX|77007|7||2020-07-22|29.760794|-95.26043|29.772627|-95.40319|FALSE
TMS|25651969|22-Jul-20|HTN|54215|DRY|HOUSTON|TX|77029|CORPUS CHRISTI|TX|78406|207||2020-07-22|29.760794|-95.26043|27.776304|-97.51253|FALSE
TMS|25651970|22-Jul-20|HTN|64225|DRY|HOUSTON|TX|77029|FORT WORTH|TX|76140|261||2020-07-22|29.760794|-95.26043|32.630268|-97.27102|FALSE
TMS|25651971|22-Jul-20|HTN|54215|DRY|HOUSTON|TX|77029|CORPUS CHRISTI|TX|78406|207||2020-07-22|29.760794|-95.26043|27.776304|-97.51253|FALSE
TMS|25651972|22-Jul-20|HTN|94240|DRY|HOUSTON|TX|77029|HOUSTON|TX|77007|7||2020-07-22|29.760794|-95.26043|29.772627|-95.40319|FALSE
TMS|25651973|22-Jul-20|HTN|94218|DRY|HOUSTON|TX|77029|PASADENA|TX|77503|10||2020-07-22|29.760794|-95.26043|29.695028|-95.15798|FALSE
TMS|25651974|22-Jul-20|HTN|94218|DRY|HOUSTON|TX|77029|PASADENA|TX|77503|10||2020-07-22|29.760794|-95.26043|29.695028|-95.15798|FALSE
TMS|25651975|22-Jul-20|HTN|94231|DRY|HOUSTON|TX|77029|TEXAS CITY|TX|77591|43||2020-07-22|29.760794|-95.26043|29.389583|-94.99167|FALSE
TMS|25651976|22-Jul-20|HTN|94218|DRY|HOUSTON|TX|77029|PASADENA|TX|77503|10||2020-07-22|29.760794|-95.26043|29.695028|-95.15798|FALSE
TMS|25651977|22-Jul-20|HTN|94231|DRY|HOUSTON|TX|77029|TEXAS CITY|TX|77591|43||2020-07-22|29.760794|-95.26043|29.389583|-94.99167|FALSE
TMS|25651978|22-Jul-20|HTN|94262|DRY|HOUSTON|TX|77029|HOUSTON (CYPRESS)|TX|77041|19||2020-07-22|29.760794|-95.26043|29.85873|-95.57243|FALSE
TMS|25651979|22-Jul-20|HTN|94216|DRY|HOUSTON|TX|77029|CONROE|TX|77301|41||2020-07-22|29.760794|-95.26043|30.313308|-95.45085|FALSE
TMS|25651980|22-Jul-20|HTN|94218|DRY|HOUSTON|TX|77029|PASADENA|TX|77503|10||2020-07-22|29.760794|-95.26043|29.695028|-95.15798|FALSE
TMS|25651981|22-Jul-20|HTN|94218|DRY|HOUSTON|TX|77029|PASADENA|TX|77503|10||2020-07-22|29.760794|-95.26043|29.695028|-95.15798|FALSE
TMS|25651982|22-Jul-20|HTN|94218|DRY|HOUSTON|TX|77029|PASADENA|TX|77503|10||2020-07-22|29.760794|-95.26043|29.695028|-95.15798|FALSE
TMS|25651983|22-Jul-20|HTN|94231|DRY|HOUSTON|TX|77029|TEXAS CITY|TX|77591|43||2020-07-22|29.760794|-95.26043|29.389583|-94.99167|FALSE
TMS|25651984|22-Jul-20|HTN|54294|DRY|HOUSTON|TX|77029|VICTORIA|TX|77901|124||2020-07-22|29.760794|-95.26043|28.806417|-96.99356|FALSE
TMS|25651985|22-Jul-20|HTN|94231|DRY|HOUSTON|TX|77029|TEXAS CITY|TX|77591|43||2020-07-22|29.760794|-95.26043|29.389583|-94.99167|FALSE
TMS|25651986|22-Jul-20|HTN|94218|DRY|HOUSTON|TX|77029|PASADENA|TX|77503|10||2020-07-22|29.760794|-95.26043|29.695028|-95.15798|FALSE
TMS|25651987|22-Jul-20|HTN|94240|DRYDRAUGHT|HOUSTON|TX|77029|HOUSTON|TX|77007|7||2020-07-22|29.760794|-95.26043|29.772627|-95.40319|FALSE
TMS|25651989|22-Jul-20|HTN|44266|DRY|HOUSTON|TX|77029|NEW BRAUNFELS|TX|78130|176||2020-07-22|29.760794|-95.26043|29.699844|-98.10754|FALSE
TMS|25651990|22-Jul-20|HTN|64225|DRY|HOUSTON|TX|77029|FORT WORTH|TX|76140|261||2020-07-22|29.760794|-95.26043|32.630268|-97.27102|FALSE
TMS|25651991|22-Jul-20|HTN|54294|DRY|HOUSTON|TX|77029|VICTORIA|TX|77901|124||2020-07-22|29.760794|-95.26043|28.806417|-96.99356|FALSE
TMS|25651993|22-Jul-20|HTN|44266|DRY|HOUSTON|TX|77029|NEW BRAUNFELS|TX|78130|176||2020-07-22|29.760794|-95.26043|29.699844|-98.10754|FALSE
TMS|25651994|22-Jul-20|HTN|44266|DRY|HOUSTON|TX|77029|NEW BRAUNFELS|TX|78130|176||2020-07-22|29.760794|-95.26043|29.699844|-98.10754|FALSE
TMS|25651995|22-Jul-20|HTN|44266|DRY|HOUSTON|TX|77029|NEW BRAUNFELS|TX|78130|176||2020-07-22|29.760794|-95.26043|29.699844|-98.10754|FALSE
TMS|25651996|22-Jul-20|HTN|64287|DRY|HOUSTON|TX|77029|TEMPLE|TX|76501|195||2020-07-22|29.760794|-95.26043|31.093215|-97.31086|FALSE
TMS|25652003|22-Jul-20|HTN|94213|DRY|HOUSTON|TX|77029|MONT BELVIEU|TX|77523|32||2020-07-22|29.760794|-95.26043|#N/A|#N/A|TRUE
TMS|25652008|22-Jul-20|HTN|54215|DRY|HOUSTON|TX|77029|CORPUS CHRISTI|TX|78406|207||2020-07-22|29.760794|-95.26043|27.776304|-97.51253|FALSE
TMS|25652011|22-Jul-20|HTN|94216|DRYDRAUGHT|HOUSTON|TX|77029|CONROE|TX|77301|41||2020-07-22|29.760794|-95.26043|30.313308|-95.45085|FALSE
TMS|25652015|22-Jul-20|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242||2020-07-22|29.760794|-95.26043|32.828128|-96.84612|FALSE
TMS|25652016|22-Jul-20|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242||2020-07-22|29.760794|-95.26043|32.828128|-96.84612|FALSE
TMS|25652017|22-Jul-20|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242||2020-07-22|29.760794|-95.26043|32.828128|-96.84612|FALSE
TMS|25652018|22-Jul-20|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242||2020-07-22|29.760794|-95.26043|32.828128|-96.84612|FALSE
TMS|25652019|22-Jul-20|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242||2020-07-22|29.760794|-95.26043|32.828128|-96.84612|FALSE
TMS|25652020|22-Jul-20|HTN|64221|DRY|HOUSTON|TX|77029|DALLAS|TX|75235|242||2020-07-22|29.760794|-95.26043|32.828128|-96.84612|FALSE
TMS|25652080|22-Jul-20|HTN|64225|DRY|HOUSTON|TX|77029|FORT WORTH|TX|76140|261||2020-07-22|29.760794|-95.26043|32.630268|-97.27102|FALSE
TMS|25652082|22-Jul-20|HTN|64225|DRY|HOUSTON|TX|77029|FORT WORTH|TX|76140|261||2020-07-22|29.760794|-95.26043|32.630268|-97.27102|FALSE
TMS|25652093|22-Jul-20|HTN|64225|DRY|HOUSTON|TX|77029|FORT WORTH|TX|76140|261||2020-07-22|29.760794|-95.26043|32.630268|-97.27102|FALSE
TMS|25652095|22-Jul-20|HTN|64225|DRY|HOUSTON|TX|77029|FORT WORTH|TX|76140|261||2020-07-22|29.760794|-95.26043|32.630268|-97.27102|FALSE
